plant_community_code,analysis_name,prominence_value,constancy_percent
LM7-APAD,Artemisia_ludoviciana,1.1,100
LM7-APAD,Bromus_inermis,1.8,100
LM7-APAD,Campanula_rotundifolia,0.1,100
LM7-APAD,Carex,4.3,100
LM7-APAD,Cerastium_arvense,2.7,100
LM7-APAD,Comandra_umbellata,0.3,100
LM7-APAD,Danthonia_spicata,8.6,100
LM7-APAD,Elymus_trachycaulus,0.3,100
LM7-APAD,Galium_boreale,4.5,100
LM7-APAD,Geum_triflorum,5.7,100
LM7-APAD,Hesperostipa_spartea,4.4,100
LM7-APAD,Heuchera_richardsonii,0.3,100
LM7-APAD,Koeleria_macrantha,0.6,100
LM7-APAD,Lathyrus_venosus,0.1,100
LM7-APAD,Medicago_lupulina,1,100
LM7-APAD,Monarda_fistulosa,2,100
LM7-APAD,Muhlenbergia_richardsonis,0.9,100
LM7-APAD,Poa_pratensis,8.3,100
LM7-APAD,Schizachyrium_scoparium,20.5,100
LM7-APAD,Sisyrinchium_montanum,1,100
LM7-APAD,Taraxacum_officinale,0.2,100
LM8-APAD,Achillea_millefolium,1.57,80
LM8-APAD,Agastache_foeniculum,1.16,80
LM8-APAD,Agoseris_glauca,0.06,40
LM8-APAD,Agrostis_scabra,1.39,80
LM8-APAD,Allium_stellatum,0.06,40
LM8-APAD,Amelanchier_alnifolia,2.06,80
LM8-APAD,Anemone_cylindrica,0.94,80
LM8-APAD,Anemone_multifida,0.06,40
LM8-APAD,Antennaria_howellii,0.06,40
LM8-APAD,Artemisia_biennis,0.35,40
LM8-APAD,Artemisia_dracunculus,0.63,40
LM8-APAD,Artemisia_ludoviciana,2.22,100
LM8-APAD,Astragalus_laxmannii,4.02,80
LM8-APAD,Bromus_ciliatus,1.6,100
LM8-APAD,Carex,14.4,100
LM8-APAD,Cerastium_arvense,3.4,100
LM8-APAD,Comandra_umbellata,2.2,100
LM8-APAD,Danthonia_intermedia,0.66,40
LM8-APAD,Elymus_trachycaulus,11.2,100
LM8-APAD,Erigeron_glabellus,1.16,80
LM8-APAD,Eriocoma_richardsonii,21.2,100
LM8-APAD,Festuca_hallii,67.8,100
LM8-APAD,Festuca_saximontana,0.8,60
LM8-APAD,Fragaria_virginiana,2.8,100
LM8-APAD,Gaillardia_aristata,0.08,60
LM8-APAD,Galium_boreale,14.2,100
LM8-APAD,Gentianella_amarella,0.06,40
LM8-APAD,Geum_triflorum,7.6,100
LM8-APAD,Hedysarum_alpinum,1.46,100
LM8-APAD,Helictochloa_hookeri,9.17,40
LM8-APAD,Hesperostipa_spartea,22.4,100
LM8-APAD,Heuchera_richardsonii,0.31,60
LM8-APAD,Hieracium_umbellatum,0.06,40
LM8-APAD,Koeleria_macrantha,7.6,100
LM8-APAD,Lathyrus_ochroleucus,1.29,60
LM8-APAD,Lathyrus_venosus,1.26,40
LM8-APAD,Liatris_ligulistylis,0.29,80
LM8-APAD,Lithospermum_canescens,1.79,80
LM8-APAD,Maianthemum_stellatum,0.8,60
LM8-APAD,Monarda_fistulosa,3.6,100
LM8-APAD,Muhlenbergia_richardsonis,4.13,60
LM8-APAD,Oxytropis_lambertii,0.35,40
LM8-APAD,Poa_pratensis,14.6,100
LM8-APAD,Polygala_senega,0.31,60
LM8-APAD,Potentilla_anserina,1.14,80
LM8-APAD,Potentilla_gracilis,0.06,40
LM8-APAD,Rosa_acicularis,5.8,100
LM8-APAD,Schizachne_purpurascens,1.36,80
LM8-APAD,Sisyrinchium_montanum,0.84,100
LM8-APAD,Solidago_canadensis,5.96,60
LM8-APAD,Solidago_missouriensis,2.95,80
LM8-APAD,Solidago_rigida,6.42,100
LM8-APAD,Symphoricarpos_occidentalis,1.64,100
LM8-APAD,Symphyotrichum_laeve,7.16,80
LM8-APAD,Thalictrum_dasycarpum,2.32,60
LM8-APAD,Thalictrum_venulosum,1.58,40
LM8-APAD,Vicia_americana,3.38,80
LM8-APAD,Zizia_aptera,0.31,60
MG-LM-A,Artemisia_frigida,3.32,75.28
MG-LM-A,Bouteloua_gracilis,2.19,51.69
MG-LM-A,Calamagrostis_montanensis,0.57,20.22
MG-LM-A,Carex,7.28,87.64
MG-LM-A,Elymus_lanceolatus,24.21,98.88
MG-LM-A,Festuca_hallii,5.42,25.84
MG-LM-A,Helictochloa_hookeri,1.22,37.08
MG-LM-A,Hesperostipa_comata,4.88,59.55
MG-LM-A,Hesperostipa_curtiseta,37.76,100
MG-LM-A,Koeleria_macrantha,4.02,83.15
MG-LM-A,Lygodesmia_juncea,0.24,20.22
MG-LM-A,Nassella_viridula,2.77,26.97
MG-LM-A,Pascopyrum_smithii,3.68,56.18
MG-LM-A,Phlox_hoodii,0.84,29.21
MG-LM-A,Pulsatilla_patens,1.05,44.94
MG-LM-A,Sphaeralcea_coccinea,0.61,30.34
MG-LM-B,Achillea_millefolium,0.78,28.57
MG-LM-B,Artemisia_frigida,9.63,95.24
MG-LM-B,Bouteloua_gracilis,4.42,75.13
MG-LM-B,Calamagrostis_montanensis,1.93,30.16
MG-LM-B,Carex,9.26,96.83
MG-LM-B,Elymus_lanceolatus,14.63,93.65
MG-LM-B,Helictochloa_hookeri,1.92,27.51
MG-LM-B,Hesperostipa_comata,4.47,60.85
MG-LM-B,Hesperostipa_curtiseta,23.05,100
MG-LM-B,Koeleria_macrantha,7.15,91.01
MG-LM-B,Nassella_viridula,3.36,25.4
MG-LM-B,Pascopyrum_smithii,6.41,68.25
MG-LM-B,Phlox_hoodii,0.87,20.63
MG-LM-B,Pulsatilla_patens,2.19,40.74
MG-LM-B,Sphaeralcea_coccinea,0.78,22.75
MG-LM-B,Symphoricarpos_occidentalis,3.13,21.16
MG-LM-B,Vicia_americana,0.46,24.34
MGA1,Achillea_millefolium,0.69,66.7
MGA1,Antennaria_parvifolia,0.22,29.2
MGA1,Arenaria_congesta,0.31,29.2
MGA1,Artemisia_cana,0.33,75
MGA1,Artemisia_frigida,2.78,87.5
MGA1,Artemisia_ludoviciana,1.53,75
MGA1,Bouteloua_gracilis,0.54,25
MGA1,Calamagrostis_montanensis,0.31,33.3
MGA1,Carex,6.34,100
MGA1,Comandra_umbellata,0.43,29.2
MGA1,Danthonia_intermedia,1.23,25
MGA1,Elymus_lanceolatus,3.96,54.2
MGA1,Elymus_trachycaulus,0.76,41.7
MGA1,Festuca_hallii,48.38,100
MGA1,Festuca_idahoensis,2.7,45.8
MGA1,Galium_boreale,0.25,29.2
MGA1,Geum_triflorum,0.97,33.3
MGA1,Gutierrezia_sarothrae,1.21,45.8
MGA1,Helictochloa_hookeri,0.68,33.3
MGA1,Hesperostipa_comata,4.81,62.5
MGA1,Hesperostipa_curtiseta,12.31,83.3
MGA1,Heterotheca_villosa,0.44,20.8
MGA1,Koeleria_macrantha,4,91.7
MGA1,Nassella_viridula,0.81,25
MGA1,Pascopyrum_smithii,2.96,66.7
MGA1,Phlox_hoodii,1.27,79.2
MGA1,Poa_secunda,0.59,29.2
MGA1,Pulsatilla_patens,0.47,20.8
MGA1,Rosa_arkansana,0.98,37.5
MGA1,Rosa_woodsii,0.78,20.8
MGA1,Sphaeralcea_coccinea,0.13,25
MGA1,Symphoricarpos_occidentalis,1.6,70.8
MGA1,Thermopsis_rhombifolia,1.22,50
MGA1,Vicia_americana,0.77,50
MGA14,Achillea_millefolium,0.3,30.9
MGA14,Antennaria_parvifolia,0.36,42
MGA14,Artemisia_cana,0.71,64.2
MGA14,Artemisia_frigida,3.8,95.1
MGA14,Astragalus_pectinatus,3.5,67.9
MGA14,Bouteloua_gracilis,5.23,96.3
MGA14,Calamagrostis_montanensis,0.8,64.2
MGA14,Carex,2.62,81.5
MGA14,Carex_filifolia,2.69,65.4
MGA14,Comandra_umbellata,0.21,30.9
MGA14,Elymus_lanceolatus,15.81,93.8
MGA14,Hesperostipa_comata,26.16,100
MGA14,Hesperostipa_curtiseta,4.86,30.9
MGA14,Heterotheca_villosa,0.9,34.6
MGA14,Koeleria_macrantha,7.16,100
MGA14,Liatris_punctata,0.65,28.4
MGA14,Phlox_hoodii,1.45,85.2
MGA14,Poa_secunda,3.83,92.6
MGA14,Potentilla_hippiana,0.15,21
MGA14,Selaginella_densa,5.51,25.9
MGA14,Sphaeralcea_coccinea,0.56,76.5
MGA14,Symphoricarpos_occidentalis,1.8,59.3
MGA14,Taraxacum_officinale,0.31,35.8
MGA14,Thermopsis_rhombifolia,0.4,30.9
MGA14,Vicia_americana,0.12,21
MGA21,Achillea_millefolium,2.53,40
MGA21,Artemisia_frigida,5,100
MGA21,Bouteloua_gracilis,2.88,100
MGA21,Carex,6.68,100
MGA21,Elymus_lanceolatus,16.11,60
MGA21,Hesperostipa_comata,13.55,80
MGA21,Hesperostipa_curtiseta,8.89,40
MGA21,Koeleria_macrantha,4.34,80
MGA21,Krascheninnikovia_lanata,3.29,40
MGA21,Nassella_viridula,4.85,80
MGA21,Pascopyrum_smithii,34.6,100
MGA21,Poa_pratensis,0.35,40
MGA21,Sphaeralcea_coccinea,1.06,60
MGA21,Symphoricarpos_albus,1.52,40
MGA21,Tragopogon_dubius,1.07,80
MGA21,Vicia_americana,0.89,40
MGA36,Achillea_millefolium,0.53,28.6
MGA36,Artemisia_frigida,0.87,100
MGA36,Bouteloua_gracilis,4.09,100
MGA36,Carex,4.46,100
MGA36,Elymus_lanceolatus,13.14,100
MGA36,Hesperostipa_comata,5.11,100
MGA36,Hesperostipa_curtiseta,16.14,100
MGA36,Koeleria_macrantha,5.6,100
MGA36,Lomatium_foeniculaceum,0.17,42.9
MGA36,Pascopyrum_smithii,5.67,100
MGA36,Phlox_hoodii,0.43,57.1
MGA36,Pulsatilla_patens,0.97,85.7
MGA36,Selaginella_densa,7.68,42.9
MGA36,Sphaeralcea_coccinea,0.73,85.7
MGA36,Symphyotrichum_falcatum,0.11,28.6
MGA36,Taraxacum_officinale,0.5,100
MGA36,Tragopogon_dubius,0.48,85.7
MGA36,Vicia_americana,1.5,100
MGA4,Achillea_millefolium,3.28,100
MGA4,Antennaria_parvifolia,1.41,50
MGA4,Arenaria_congesta,0.15,25
MGA4,Artemisia_cana,0.9,100
MGA4,Artemisia_frigida,6.98,100
MGA4,Artemisia_ludoviciana,1.17,50
MGA4,Bouteloua_gracilis,3.55,75
MGA4,Calamagrostis_montanensis,1.47,75
MGA4,Carex,9.68,100
MGA4,Carex_filifolia,0.15,25
MGA4,Cirsium_arvense,2,25
MGA4,Comandra_umbellata,0.5,25
MGA4,Danthonia_intermedia,2.4,25
MGA4,Elymus_lanceolatus,13.7,100
MGA4,Erigeron_caespitosus,1.65,25
MGA4,Escobaria_vivipara,0.05,25
MGA4,Galium_boreale,0.1,25
MGA4,Gutierrezia_sarothrae,1.2,25
MGA4,Helictochloa_hookeri,1.55,25
MGA4,Hesperostipa_comata,15.93,100
MGA4,Hesperostipa_curtiseta,10.16,75
MGA4,Heterotheca_villosa,0.15,25
MGA4,Hymenoxys_richardsonii,3.64,50
MGA4,Koeleria_macrantha,10.53,100
MGA4,Krascheninnikovia_lanata,0.5,25
MGA4,Liatris_punctata,0.25,25
MGA4,Muhlenbergia_cuspidata,2.7,25
MGA4,Nassella_viridula,0.25,25
MGA4,Oxytropis_sericea,0.2,25
MGA4,Pascopyrum_smithii,1.59,50
MGA4,Phlox_hoodii,2.7,100
MGA4,Poa_pratensis,1.24,50
MGA4,Poa_secunda,0.81,50
MGA4,Rosa_arkansana,1.33,75
MGA4,Sphaeralcea_coccinea,0.67,50
MGA4,Symphoricarpos_occidentalis,0.92,50
MGA4,Thermopsis_rhombifolia,0.64,50
MGA4,Vicia_americana,2.4,50
MGA4,Xanthisma_spinulosum,1.5,25
NFA01,Achillea_millefolium,0.84,41.9
NFA01,Antennaria_parvifolia,1,41.9
NFA01,Artemisia_frigida,3.48,90.7
NFA01,Artemisia_ludoviciana,1.19,53.5
NFA01,Bouteloua_gracilis,0.86,27.9
NFA01,Campanula_rotundifolia,0.38,32.6
NFA01,Carex_obtusata,4.3,83.7
NFA01,Carex_pensylvanica,1.62,41.9
NFA01,Cerastium_arvense,0.8,23.3
NFA01,Danthonia_intermedia,1.32,30.2
NFA01,Elymus_lanceolatus,0.9,37.2
NFA01,Elymus_trachycaulus,0.87,44.2
NFA01,Erigeron_caespitosus,0.82,27.9
NFA01,Festuca_hallii,50.81,95.3
NFA01,Festuca_saximontana,0.23,20.9
NFA01,Geum_triflorum,1.19,25.6
NFA01,Helictochloa_hookeri,1.85,86
NFA01,Hesperostipa_curtiseta,12.6,100
NFA01,Koeleria_macrantha,1.05,53.5
NFA01,Pascopyrum_smithii,0.55,27.9
NFA01,Populus_tremuloides,0.43,39.5
NFA01,Pulsatilla_patens,0.95,41.9
NFA01,Rosa_arkansana,1.85,62.8
NFA01,Salix_bebbiana,0.14,23.3
NFA01,Salix_discolor,0.05,20.9
NFA01,Symphoricarpos_occidentalis,3.74,69.8
NFA01,Vicia_americana,0.36,48.8
NFA07,Achillea_millefolium,0.57,32.1
NFA07,Agrostis_scabra,1.07,35.7
NFA07,Antennaria_parvifolia,1.4,64.3
NFA07,Artemisia_frigida,7.3,92.9
NFA07,Artemisia_ludoviciana,0.81,35.7
NFA07,Bouteloua_gracilis,2.75,57.1
NFA07,Campanula_rotundifolia,0.26,21.4
NFA07,Carex_duriuscula,0.63,25
NFA07,Carex_obtusata,4.85,75
NFA07,Carex_pensylvanica,1.4,42.9
NFA07,Cerastium_arvense,1.14,35.7
NFA07,Comandra_umbellata,0.62,32.1
NFA07,Elymus_lanceolatus,1.98,60.7
NFA07,Elymus_trachycaulus,1.06,32.1
NFA07,Erigeron_caespitosus,2.83,42.9
NFA07,Festuca_hallii,21.49,92.9
NFA07,Festuca_saximontana,0.42,21.4
NFA07,Galium_boreale,0.53,35.7
NFA07,Gutierrezia_sarothrae,0.42,21.4
NFA07,Helictochloa_hookeri,2.57,85.7
NFA07,Hesperostipa_curtiseta,19.9,100
NFA07,Heterotheca_villosa,0.64,25
NFA07,Koeleria_macrantha,4.08,78.6
NFA07,Pascopyrum_smithii,2.01,71.4
NFA07,Phlox_hoodii,0.3,21.4
NFA07,Poa_glauca,1.66,32.1
NFA07,Pulsatilla_patens,1.45,57.1
NFA07,Rosa_arkansana,1.03,57.1
NFA07,Solidago_missouriensis,0.52,28.6
NFA07,Symphoricarpos_occidentalis,1.94,50
NFA07,Symphyotrichum_falcatum,1.3,21.4
NFA07,Taraxacum_officinale,0.12,21.4
NFA07,Thermopsis_rhombifolia,0.88,28.6
NFA07,Vicia_americana,0.24,35.7
NFA25,Achillea_millefolium,1.2,66.7
NFA25,Agrostis_scabra,1.33,33.3
NFA25,Antennaria_parvifolia,0.51,66.7
NFA25,Artemisia_frigida,4,100
NFA25,Artemisia_ludoviciana,1.18,50
NFA25,Bouteloua_gracilis,2.36,50
NFA25,Calamagrostis_montanensis,1.01,33.3
NFA25,Carex_duriuscula,1.22,66.7
NFA25,Carex_obtusata,4.12,66.7
NFA25,Carex_pensylvanica,3.1,83.3
NFA25,Cerastium_arvense,0.61,33.3
NFA25,Elymus_lanceolatus,3.43,83.3
NFA25,Elymus_trachycaulus,0.81,33.3
NFA25,Festuca_hallii,10.21,83.3
NFA25,Festuca_saximontana,0.31,50
NFA25,Helictochloa_hookeri,4.02,66.7
NFA25,Hesperostipa_comata,1.3,33.3
NFA25,Hesperostipa_curtiseta,25.05,100
NFA25,Koeleria_macrantha,3.89,83.3
NFA25,Nassella_viridula,1.7,33.3
NFA25,Pascopyrum_smithii,0.29,33.3
NFA25,Poa_pratensis,1.2,100
NFA25,Pulsatilla_patens,1.48,50
NFA25,Solidago_missouriensis,1.01,50
NFA25,Sphaeralcea_coccinea,0.52,33.3
NFA25,Symphyotrichum_falcatum,1.04,33.3
NFA25,Vicia_americana,0.42,83.3
NFC01,Achillea_millefolium,0.3,34
NFC01,Agrostis_scabra,0.69,31.9
NFC01,Artemisia_frigida,2.19,80.9
NFC01,Artemisia_ludoviciana,1.32,68.1
NFC01,Bouteloua_gracilis,1.01,29.8
NFC01,Campanula_rotundifolia,0.39,31.9
NFC01,Carex_obtusata,3.23,80.9
NFC01,Carex_pensylvanica,1.79,63.8
NFC01,Cerastium_arvense,0.64,36.2
NFC01,Danthonia_intermedia,0.93,27.7
NFC01,Elymus_lanceolatus,0.64,36.2
NFC01,Elymus_trachycaulus,1.94,66
NFC01,Festuca_hallii,54.67,95.7
NFC01,Galium_boreale,0.81,40.4
NFC01,Geum_triflorum,2.32,21.3
NFC01,Helictochloa_hookeri,0.93,44.7
NFC01,Hesperostipa_curtiseta,8.14,95.7
NFC01,Koeleria_macrantha,0.85,36.2
NFC01,Populus_tremuloides,0.53,46.8
NFC01,Rosa_arkansana,2.39,89.4
NFC01,Salix_bebbiana,0.24,46.8
NFC01,Salix_petiolaris,0.25,46.8
NFC01,Solidago_missouriensis,0.48,27.7
NFC01,Symphoricarpos_occidentalis,11.8,97.9
NFC01,Symphyotrichum_falcatum,0.63,25.5
NFC01,Symphyotrichum_laeve,1.26,36.2
NFC01,Thermopsis_rhombifolia,0.94,40.4
NFC01,Vicia_americana,0.47,36.2
NFC06,Agrostis_scabra,0.29,28.6
NFC06,Antennaria_parvifolia,1.2,28.6
NFC06,Artemisia_frigida,8.27,100
NFC06,Artemisia_ludoviciana,2.23,71.4
NFC06,Bouteloua_gracilis,7.31,85.7
NFC06,Carex_obtusata,5.13,100
NFC06,Carex_pensylvanica,3.27,42.9
NFC06,Cerastium_arvense,0.88,28.6
NFC06,Cirsium_arvense,1.33,42.9
NFC06,Comandra_umbellata,0.64,28.6
NFC06,Elymus_lanceolatus,1.44,57.1
NFC06,Elymus_trachycaulus,1.49,71.4
NFC06,Erigeron_caespitosus,0.68,42.9
NFC06,Festuca_hallii,23.57,100
NFC06,Festuca_saximontana,0.26,42.9
NFC06,Galium_boreale,0.57,57.1
NFC06,Helictochloa_hookeri,1.1,71.4
NFC06,Hesperostipa_comata,6.01,28.6
NFC06,Hesperostipa_curtiseta,16.9,85.7
NFC06,Hierochloe_odorata,0.37,28.6
NFC06,Koeleria_macrantha,4.21,100
NFC06,Muhlenbergia_cuspidata,2.12,57.1
NFC06,Nassella_viridula,1.95,57.1
NFC06,Pascopyrum_smithii,1.86,71.4
NFC06,Poa_secunda,0.53,28.6
NFC06,Populus_tremuloides,1,57.1
NFC06,Pulsatilla_patens,0.56,28.6
NFC06,Rosa_arkansana,1.45,71.4
NFC06,Salix_bebbiana,0.25,57.1
NFC06,Salix_petiolaris,1,57.1
NFC06,Sphaeralcea_coccinea,0.16,28.6
NFC06,Symphoricarpos_occidentalis,13.6,100
NFC06,Symphyotrichum_falcatum,0.69,28.6
NFC06,Tragopogon_dubius,0.67,28.6
NFC06,Vicia_americana,0.27,28.6
